user_id,message,timestamp,label
user_79762,Do You Offer International Shipping?,2024-01-01T10:40:00Z,inquiry
user_46650,i am extremely unsatisfied with my purchase!,2024-01-01T08:33:00Z,complaint
user_49939,DO YOU OFFER INTERNATIONAL SHIPPING?,2024-01-01T10:16:00Z,inquiry
user_64312,Where Can I Find The Refund Policy,2024-01-01T10:20:00Z,inquiry
user_00171,amazing quality and fast shipping,2024-01-01T09:12:00Z,praise
user_64046,my order is taking forever. i ordered it 14 days ago,2024-01-01T09:51:00Z,complaint
user_64090,This is exactly what I wanted. Five stars,2024-01-01T10:32:00Z,praise
user_21550,INCREDIBLY DISAPPOINTED WITH THE QUALITY?,2024-01-01T10:36:00Z,complaint
user_98301,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY.,2024-01-01T11:20:00Z,praise
user_35505,what is the warranty on this item,2024-01-01T11:25:00Z,inquiry
user_67338,Absolutely Love Everything About This Company!,2024-01-01T10:06:00Z,praise
user_98003,How can I track my shipment!,2024-01-01T08:43:00Z,inquiry
user_30985,this is the worst product i have ever purchased,2024-01-01T08:44:00Z,complaint
user_23377,Can I Return An Item That Was Damaged In Shipping,2024-01-01T11:45:00Z,inquiry
user_75291,Amazing Quality And Fast Shipping.,2024-01-01T11:50:00Z,praise
user_60566,Do you have this item in a different size?,2024-01-01T08:47:00Z,inquiry
user_60902,how do i contact customer support!,2024-01-01T12:00:00Z,inquiry
user_27164,WHERE CAN I FIND THE REFUND POLICY,2024-01-01T08:49:00Z,inquiry
user_83588,horrible experience from start to finish,2024-01-01T09:40:00Z,complaint
user_29732,Just wanted to say thank you for the great experience?,2024-01-01T09:42:00Z,praise
user_48140,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE!,2024-01-01T12:20:00Z,praise
user_45818,your customer service is absolutely terrible!,2024-01-01T09:46:00Z,complaint
user_53036,best company ever. highly recommended?,2024-01-01T10:42:00Z,praise
user_50303,can i return an item that was damaged in shipping!,2024-01-01T09:50:00Z,inquiry
user_63235,horrible experience from start to finish.,2024-01-01T09:52:00Z,complaint
user_06107,amazing quality and fast shipping!,2024-01-01T08:57:00Z,praise
user_98600,AMAZING QUALITY AND FAST SHIPPING!,2024-01-01T08:58:00Z,praise
user_58878,WHAT PAYMENT METHODS DO YOU ACCEPT,2024-01-01T10:57:00Z,inquiry
user_74404,Why is my order taking so long? I ordered it a week ago,2024-01-01T10:00:00Z,complaint
user_64605,WHAT PAYMENT METHODS DO YOU ACCEPT!,2024-01-01T11:03:00Z,inquiry
user_79473,HOW LONG DOES SHIPPING USUALLY TAKE.,2024-01-01T12:08:00Z,inquiry
user_23475,how can i track my shipment!,2024-01-01T10:06:00Z,inquiry
user_30706,where can i find the refund policy!,2024-01-01T13:20:00Z,inquiry
user_20024,This Is Exactly What I Wanted. Five Stars?,2024-01-01T09:05:00Z,praise
user_99742,AMAZING QUALITY AND FAST SHIPPING?,2024-01-01T12:24:00Z,praise
user_90161,Your Customer Service Is Absolutely Terrible,2024-01-01T10:14:00Z,complaint
user_83688,how can i track my shipment!,2024-01-01T09:08:00Z,inquiry
user_47901,Fantastic service! Would definitely recommend.,2024-01-01T11:27:00Z,praise
user_52850,love this product! best purchase ever?,2024-01-01T11:30:00Z,praise
user_75913,Can I get a replacement for the defective unit,2024-01-01T09:11:00Z,inquiry
user_30520,can i get a replacement for the defective unit!,2024-01-01T14:00:00Z,inquiry
user_59743,Do You Have This Item In A Different Size?,2024-01-01T11:39:00Z,inquiry
user_05171,best company ever. highly recommended.,2024-01-01T10:28:00Z,praise
user_54823,Is There A Discount Code I Can Use?,2024-01-01T14:15:00Z,inquiry
user_55131,Just wanted to say thank you for the great experience!,2024-01-01T14:20:00Z,praise
user_35607,Fantastic service! Would definitely recommend?,2024-01-01T13:08:00Z,praise
user_71915,Why Is My Order Taking So Long? I Ordered It 15 Days Ago,2024-01-01T14:30:00Z,complaint
user_09047,Where Can I Find The Refund Policy.,2024-01-01T09:19:00Z,inquiry
user_82201,Can I return an item that was damaged in shipping.,2024-01-01T09:20:00Z,inquiry
user_01135,can i return an item that was damaged in shipping.,2024-01-01T12:03:00Z,inquiry
user_82885,Can I get a replacement for the defective unit?,2024-01-01T14:50:00Z,inquiry
user_31519,This Is The Worst Product I Have Ever Purchased?,2024-01-01T09:23:00Z,complaint
user_60269,MY ORDER IS TAKING FOREVER. I ORDERED IT A WEEK AGO?,2024-01-01T09:24:00Z,complaint
user_18733,Do you have this item in a different size,2024-01-01T12:15:00Z,inquiry
user_97325,I Am Extremely Unsatisfied With My Purchase,2024-01-01T12:18:00Z,complaint
user_66989,I am extremely unsatisfied with my purchase,2024-01-01T13:48:00Z,complaint
user_23644,Do you offer international shipping!,2024-01-01T09:28:00Z,inquiry
user_64548,Why is my order taking so long? I ordered it 15 days ago!,2024-01-01T13:56:00Z,complaint
user_91236,How Can I Track My Shipment.,2024-01-01T11:00:00Z,inquiry
user_22905,My package is taking forever. I packageed it a week ago?,2024-01-01T09:31:00Z,complaint
user_12982,how do i contact customer support.,2024-01-01T11:04:00Z,inquiry
user_33404,incredibly disappointed with the quality?,2024-01-01T09:33:00Z,complaint
user_83577,WHAT PAYMENT METHODS DO YOU ACCEPT!,2024-01-01T15:50:00Z,inquiry
user_41729,Fantastic service! Would definitely recommend?,2024-01-01T12:45:00Z,praise
user_87176,DO YOU HAVE THIS ITEM IN A DIFFERENT SIZE,2024-01-01T14:24:00Z,inquiry
user_89436,Your Service Is Outstanding?,2024-01-01T09:37:00Z,praise
user_70734,How Can I Track My Shipment!,2024-01-01T16:10:00Z,inquiry
user_08997,horrible experience from start to finish,2024-01-01T11:18:00Z,complaint
user_38862,What payment methods do you accept?,2024-01-01T16:20:00Z,inquiry
user_59367,how long does shipping usually take!,2024-01-01T14:44:00Z,inquiry
user_89674,What Is The Warranty On This Item?,2024-01-01T14:48:00Z,inquiry
user_44565,love this product! best purchase ever!,2024-01-01T14:52:00Z,praise
user_41161,Do you have this item in a different size!,2024-01-01T11:28:00Z,inquiry
user_87761,How Can I Track My Shipment,2024-01-01T09:45:00Z,inquiry
user_78250,Do You Have This Item In A Different Size!,2024-01-01T16:50:00Z,inquiry
user_06235,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 14 DAYS AGO.,2024-01-01T13:21:00Z,complaint
user_35181,amazing quality and fast shipping,2024-01-01T15:12:00Z,praise
user_32014,What payment methods do you accept!,2024-01-01T17:05:00Z,inquiry
user_68977,best company ever. highly recommended,2024-01-01T17:10:00Z,praise
user_25910,MY ORDER IS TAKING FOREVER. I ORDERED IT 2 WEEKS AGO.,2024-01-01T17:15:00Z,complaint
user_67224,This Is The Worst Product I Have Ever Purchased?,2024-01-01T13:36:00Z,complaint
user_99063,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND,2024-01-01T13:39:00Z,praise
user_36670,Horrible Experience From Start To Finish,2024-01-01T11:48:00Z,complaint
user_12036,MY ORDER IS TAKING FOREVER. I ORDERED IT 2 WEEKS AGO,2024-01-01T13:45:00Z,complaint
user_84337,this is the worst product i have ever purchased!,2024-01-01T17:40:00Z,complaint
user_75774,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED!,2024-01-01T11:54:00Z,complaint
user_44097,My Order Is Taking Forever. I Ordered It 15 Days Ago?,2024-01-01T11:56:00Z,complaint
user_41960,I Am Extremely Unsatisfied With My Purchase!,2024-01-01T15:56:00Z,complaint
user_62585,HOW DO I CONTACT CUSTOMER SUPPORT.,2024-01-01T12:00:00Z,inquiry
user_35978,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 2 WEEKS AGO?,2024-01-01T12:02:00Z,complaint
user_64132,WHAT IS THE WARRANTY ON THIS ITEM,2024-01-01T12:04:00Z,inquiry
user_13766,Fantastic Service! Would Definitely Recommend?,2024-01-01T10:03:00Z,praise
user_30068,what is the warranty on this item?,2024-01-01T12:08:00Z,inquiry
user_61483,I'm very disappointed with this service,2024-01-01T14:15:00Z,complaint
user_04452,i'm very disappointed with this service,2024-01-01T16:24:00Z,complaint
user_79602,best company ever. highly recommended,2024-01-01T12:14:00Z,praise
user_87092,CAN I RETURN AN ITEM THAT WAS DAMAGED IN SHIPPING,2024-01-01T18:40:00Z,inquiry
user_05026,Love This Product! Best Purchase Ever.,2024-01-01T12:18:00Z,praise
user_39726,I'M Very Disappointed With This Service!,2024-01-01T10:10:00Z,complaint
user_29923,How Do I Contact Customer Support?,2024-01-01T10:11:00Z,inquiry
user_43300,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND,2024-01-01T14:36:00Z,praise
user_66954,CAN I RETURN AN ITEM THAT WAS DAMAGED IN SHIPPING?,2024-01-01T16:52:00Z,inquiry
user_05301,Where can I find the refund policy,2024-01-01T19:10:00Z,inquiry
user_24726,Where can I find the refund policy,2024-01-01T14:45:00Z,inquiry
user_71121,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT A WEEK AGO!,2024-01-01T10:16:00Z,complaint
user_84068,Your service is outstanding,2024-01-01T17:08:00Z,praise
user_83517,I'M Very Disappointed With This Service!,2024-01-01T10:18:00Z,complaint
user_04904,Absolutely love everything about this company?,2024-01-01T17:16:00Z,praise
user_80248,THIS IS EXACTLY WHAT I WANTED. FIVE STARS!,2024-01-01T15:00:00Z,praise
user_66136,Incredibly disappointed with the quality.,2024-01-01T17:24:00Z,complaint
user_68073,WHAT IS THE WARRANTY ON THIS ITEM,2024-01-01T19:50:00Z,inquiry
user_35528,Do you offer international shipping?,2024-01-01T15:09:00Z,inquiry
user_41782,MY ORDER IS TAKING FOREVER. I ORDERED IT 10 DAYS AGO?,2024-01-01T17:36:00Z,complaint
user_73523,i am extremely unsatisfied with my purchase,2024-01-01T12:50:00Z,complaint
user_24141,AMAZING QUALITY AND FAST SHIPPING!,2024-01-01T20:10:00Z,praise
user_54515,Where can I find the refund policy.,2024-01-01T17:48:00Z,inquiry
user_31326,your customer service is absolutely terrible!,2024-01-01T17:52:00Z,complaint
user_44324,incredibly disappointed with the quality?,2024-01-01T12:58:00Z,complaint
user_44240,Can I get a replacement for the defective unit.,2024-01-01T18:00:00Z,inquiry
user_02324,Can I return an item that was damaged in shipping.,2024-01-01T15:33:00Z,inquiry
user_53408,Do You Have This Item In A Different Size?,2024-01-01T15:36:00Z,inquiry
user_82988,Can I Get A Replacement For The Defective Unit,2024-01-01T18:12:00Z,inquiry
user_78648,This is exactly what I wanted. Five stars!,2024-01-01T10:34:00Z,praise
user_36708,This Is Exactly What I Wanted. Five Stars!,2024-01-01T20:55:00Z,praise
user_62846,my order is taking forever. i ordered it 10 days ago,2024-01-01T18:24:00Z,complaint
user_29623,I'm very disappointed with this service.,2024-01-01T15:51:00Z,complaint
user_80988,This is exactly what I wanted. Five stars,2024-01-01T21:10:00Z,praise
user_56011,how long does shipping usually take.,2024-01-01T18:36:00Z,inquiry
user_49795,WHAT IS THE WARRANTY ON THIS ITEM?,2024-01-01T10:40:00Z,inquiry
user_35000,Your Customer Service Is Absolutely Terrible,2024-01-01T18:44:00Z,complaint
user_85317,Where can I find the exchange policy.,2024-01-01T18:48:00Z,inquiry
user_77289,My order is taking forever. I ordered it 2 weeks ago.,2024-01-01T18:52:00Z,complaint
user_21518,Your service is outstanding,2024-01-01T21:40:00Z,praise
user_97657,What is the warranty on this item.,2024-01-01T19:00:00Z,inquiry
user_47215,my order is taking forever. i ordered it 15 days ago,2024-01-01T19:04:00Z,complaint
user_37693,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE.,2024-01-01T10:47:00Z,praise
user_55341,What Is The Warranty On This Item,2024-01-01T22:00:00Z,inquiry
user_65329,DO YOU OFFER INTERNATIONAL SHIPPING!,2024-01-01T16:27:00Z,inquiry
user_44369,Absolutely love everything about this company!,2024-01-01T22:10:00Z,praise
user_85813,best company ever. highly recommended.,2024-01-01T13:42:00Z,praise
user_94543,Absolutely Love Everything About This Company.,2024-01-01T16:36:00Z,praise
user_74247,THIS IS EXACTLY WHAT I WANTED. FIVE STARS?,2024-01-01T22:25:00Z,praise
user_80167,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED.,2024-01-01T22:30:00Z,complaint
user_01069,My Order Is Taking Forever. I Ordered It 15 Days Ago,2024-01-01T22:35:00Z,complaint
user_34359,WHAT PAYMENT METHODS DO YOU ACCEPT!,2024-01-01T22:40:00Z,inquiry
user_25332,why is my order taking so long? i ordered it 3 weeks ago,2024-01-01T16:51:00Z,complaint
user_10948,MY ORDER IS TAKING FOREVER. I ORDERED IT 3 WEEKS AGO!,2024-01-01T10:58:00Z,complaint
user_08825,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND.,2024-01-01T19:56:00Z,praise
user_02416,Where can I find the refund policy!,2024-01-01T20:00:00Z,inquiry
user_29295,your service is outstanding,2024-01-01T20:04:00Z,praise
user_90168,My package is taking forever. I packageed it 15 days ago!,2024-01-01T17:06:00Z,complaint
user_56723,your customer service is absolutely terrible?,2024-01-01T23:15:00Z,complaint
user_35410,Your Service Is Outstanding?,2024-01-01T11:04:00Z,praise
user_82750,Best Company Ever. Highly Recommended!,2024-01-01T20:20:00Z,praise
user_65970,love this product! best purchase ever.,2024-01-01T11:06:00Z,praise
user_20563,Fantastic service! Would definitely recommend,2024-01-01T20:28:00Z,praise
user_04747,LOVE THIS PRODUCT! BEST PURCHASE EVER,2024-01-01T11:08:00Z,praise
user_28170,I Am Extremely Unsatisfied With My Purchase?,2024-01-01T17:27:00Z,complaint
user_54287,do you have this item in a different size.,2024-01-01T17:30:00Z,inquiry
user_80478,DO YOU HAVE THIS ITEM IN A DIFFERENT SIZE!,2024-01-01T20:44:00Z,inquiry
user_41475,IS THERE A DISCOUNT CODE I CAN USE.,2024-01-01T17:36:00Z,inquiry
user_49228,This Is Exactly What I Wanted. Five Stars.,2024-01-01T20:52:00Z,praise
user_70524,Amazing Quality And Fast Shipping,2024-01-02T00:10:00Z,praise
user_04695,how long does shipping usually take!,2024-01-02T00:15:00Z,inquiry
user_14526,This Is The Worst Product I Have Ever Purchased,2024-01-01T21:04:00Z,complaint
user_89064,why is my order taking so long? i ordered it 3 weeks ago?,2024-01-01T14:34:00Z,complaint
user_85365,Can I Get A Replacement For The Defective Unit?,2024-01-01T14:36:00Z,inquiry
user_78984,My order is taking forever. I ordered it 2 weeks ago,2024-01-01T11:19:00Z,complaint
user_45543,what payment methods do you accept!,2024-01-01T18:00:00Z,inquiry
user_34655,Horrible experience from start to finish,2024-01-01T18:03:00Z,complaint
user_63090,AMAZING QUALITY AND FAST SHIPPING?,2024-01-01T14:44:00Z,praise
user_36067,your customer service is absolutely terrible.,2024-01-01T18:09:00Z,complaint
user_19336,BEST COMPANY EVER. HIGHLY RECOMMENDED!,2024-01-01T18:12:00Z,praise
user_27413,Your Service Is Outstanding.,2024-01-01T21:40:00Z,praise
user_15109,amazing quality and fast shipping.,2024-01-02T01:10:00Z,praise
user_95829,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE.,2024-01-01T14:54:00Z,complaint
user_90319,CAN I GET A REPLACEMENT FOR THE DEFECTIVE UNIT?,2024-01-01T11:28:00Z,inquiry
user_86291,can i return an item that was damaged in shipping,2024-01-01T11:29:00Z,inquiry
user_21357,WHAT PAYMENT METHODS DO YOU ACCEPT.,2024-01-01T18:30:00Z,inquiry
user_02625,CAN I GET A REPLACEMENT FOR THE DEFECTIVE UNIT?,2024-01-01T22:04:00Z,inquiry
user_12462,how can i track my shipment?,2024-01-02T01:40:00Z,inquiry
user_91073,This is the worst product I have ever purchased.,2024-01-01T18:39:00Z,complaint
user_25198,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE?,2024-01-01T22:16:00Z,complaint
user_96998,How do I contact customer support,2024-01-01T18:45:00Z,inquiry
user_08798,Best Company Ever. Highly Recommended!,2024-01-01T15:12:00Z,praise
user_28112,Is There A Discount Code I Can Use?,2024-01-01T11:37:00Z,inquiry
user_86977,This Is The Worst Product I Have Ever Purchased,2024-01-01T15:16:00Z,complaint
user_93995,Why Is My Order Taking So Long? I Ordered It 2 Weeks Ago?,2024-01-01T15:18:00Z,complaint
user_95798,Can I Return An Item That Was Damaged In Shipping!,2024-01-02T02:20:00Z,inquiry
user_94179,your service is outstanding?,2024-01-02T02:25:00Z,praise
user_95703,Can I get a replacement for the defective unit?,2024-01-01T15:24:00Z,inquiry
user_08790,Can I Get A Replacement For The Defective Unit,2024-01-01T22:52:00Z,inquiry
user_57805,HOW CAN I TRACK MY SHIPMENT.,2024-01-01T15:28:00Z,inquiry
user_09844,My Order Is Taking Forever. I Ordered It A Week Ago!,2024-01-01T11:45:00Z,complaint
user_47704,BEST COMPANY EVER. HIGHLY RECOMMENDED,2024-01-01T23:04:00Z,praise
user_59719,AMAZING QUALITY AND FAST SHIPPING.,2024-01-01T23:08:00Z,praise
user_47363,WHERE CAN I FIND THE REFUND POLICY!,2024-01-01T23:12:00Z,inquiry
user_50763,Your Service Is Outstanding!,2024-01-02T03:05:00Z,praise
user_37164,Fantastic service! Would definitely recommend.,2024-01-02T03:10:00Z,praise
user_03083,Best company ever. Highly recommended?,2024-01-01T19:33:00Z,praise
user_78607,Your customer service is absolutely terrible,2024-01-02T03:20:00Z,complaint
user_10040,Your Customer Service Is Absolutely Terrible?,2024-01-01T19:39:00Z,complaint
user_18536,This is exactly what I wanted. Five stars!,2024-01-01T15:48:00Z,praise
user_24744,DO YOU OFFER INTERNATIONAL SHIPPING!,2024-01-01T19:45:00Z,inquiry
user_73507,BEST COMPANY EVER. HIGHLY RECOMMENDED?,2024-01-01T23:44:00Z,praise
user_93558,your customer service is absolutely terrible.,2024-01-02T03:45:00Z,complaint
user_00353,How Can I Track My Shipment.,2024-01-01T11:58:00Z,inquiry
user_16077,Where can I find the refund policy,2024-01-01T23:56:00Z,inquiry
user_05995,How Can I Track My Shipment.,2024-01-01T12:00:00Z,inquiry
user_80478,Do you offer international shipping!,2024-01-01T12:01:00Z,inquiry
user_46349,What Payment Methods Do You Accept,2024-01-02T00:08:00Z,inquiry
user_94416,Just Wanted To Say Thank You For The Great Experience?,2024-01-02T00:12:00Z,praise
user_72850,What Is The Warranty On This Item?,2024-01-02T04:20:00Z,inquiry
user_53614,Best Company Ever. Highly Recommended?,2024-01-01T12:05:00Z,praise
user_65130,INCREDIBLY DISAPPOINTED WITH THE QUALITY.,2024-01-02T00:24:00Z,complaint
user_85464,What Payment Methods Do You Accept,2024-01-01T12:07:00Z,inquiry
user_33068,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 10 DAYS AGO,2024-01-02T00:32:00Z,complaint
user_41365,INCREDIBLY DISAPPOINTED WITH THE QUALITY?,2024-01-01T12:09:00Z,complaint
user_51794,MY ORDER IS TAKING FOREVER. I ORDERED IT 3 WEEKS AGO.,2024-01-02T04:50:00Z,complaint
user_56741,I Am Extremely Unsatisfied With My Purchase?,2024-01-01T12:11:00Z,complaint
user_79053,Why Is My Order Taking So Long? I Ordered It 2 Weeks Ago!,2024-01-02T05:00:00Z,complaint
user_14310,HOW LONG DOES SHIPPING USUALLY TAKE.,2024-01-02T05:05:00Z,inquiry
user_64688,best company ever. highly recommended?,2024-01-02T05:10:00Z,praise
user_53851,WHAT PAYMENT METHODS DO YOU ACCEPT.,2024-01-01T12:15:00Z,inquiry
user_74824,Can I Return An Item That Was Damaged In Shipping.,2024-01-01T20:48:00Z,inquiry
user_05209,LOVE THIS PRODUCT! BEST PURCHASE EVER,2024-01-01T12:17:00Z,praise
user_86193,what is the warranty on this item?,2024-01-01T20:54:00Z,inquiry
user_07305,Do You Have This Item In A Different Size.,2024-01-01T16:38:00Z,inquiry
user_21662,My shipment is taking forever. I shipmented it 2 weeks ago.,2024-01-01T12:20:00Z,complaint
user_35217,Love this product! Best purchase ever.,2024-01-01T21:03:00Z,praise
user_32849,How can I track my shipment!,2024-01-02T05:50:00Z,inquiry
user_35943,your customer service is absolutely terrible,2024-01-01T21:09:00Z,complaint
user_72494,horrible experience from start to finish,2024-01-02T01:36:00Z,complaint
user_50589,Best Company Ever. Highly Recommended!,2024-01-01T12:25:00Z,praise
user_56126,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE!,2024-01-01T12:26:00Z,complaint
user_33215,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED.,2024-01-02T06:15:00Z,complaint
user_33012,best company ever. highly recommended!,2024-01-02T06:20:00Z,praise
user_99473,Love this product! Best purchase ever?,2024-01-02T01:56:00Z,praise
user_21627,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE!,2024-01-01T17:00:00Z,complaint
user_48724,WHAT IS THE WARRANTY ON THIS ITEM?,2024-01-02T02:04:00Z,inquiry
user_69018,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY!,2024-01-01T17:04:00Z,praise
user_39769,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 2 WEEKS AGO!,2024-01-02T06:45:00Z,complaint
user_48217,MY ORDER IS TAKING FOREVER. I ORDERED IT 2 WEEKS AGO.,2024-01-01T17:08:00Z,complaint
user_86733,fantastic service! would definitely recommend,2024-01-02T02:20:00Z,praise
user_16527,Best Company Ever. Highly Recommended?,2024-01-01T21:48:00Z,praise
user_04313,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY.,2024-01-01T12:37:00Z,praise
user_95451,Your service is outstanding!,2024-01-01T17:16:00Z,praise
user_61099,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-02T07:15:00Z,praise
user_53211,can i return an item that was damaged in shipping.,2024-01-01T12:40:00Z,inquiry
user_16756,Why is my package taking so long? I packageed it 10 days ago,2024-01-01T22:03:00Z,complaint
user_59156,How Can I Track My Shipment,2024-01-01T22:06:00Z,inquiry
user_20413,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED!,2024-01-01T17:26:00Z,complaint
user_55536,HOW DO I CONTACT CUSTOMER SUPPORT.,2024-01-01T22:12:00Z,inquiry
user_73716,Why is my package taking so long? I packageed it 14 days ago,2024-01-01T12:45:00Z,complaint
user_95582,What Is The Warranty On This Item!,2024-01-01T22:18:00Z,inquiry
user_40545,absolutely love everything about this company.,2024-01-01T17:34:00Z,praise
user_47277,Your customer service is absolutely terrible,2024-01-01T17:36:00Z,complaint
user_85029,Do You Have This Item In A Different Size?,2024-01-01T17:38:00Z,inquiry
user_93928,this is exactly what i wanted. five stars,2024-01-02T08:10:00Z,praise
user_17526,love this product! best purchase ever.,2024-01-02T08:15:00Z,praise
user_56973,your service is outstanding.,2024-01-01T22:36:00Z,praise
user_60186,Incredibly Disappointed With The Quality,2024-01-01T12:53:00Z,complaint
user_46452,Is there a discount code I can use?,2024-01-02T08:30:00Z,inquiry
user_75616,what is the warranty on this item!,2024-01-02T08:35:00Z,inquiry
user_71205,Just wanted to say thank you for the great experience.,2024-01-02T08:40:00Z,praise
user_82999,why is my package taking so long? i packageed it 14 days ago?,2024-01-02T03:48:00Z,complaint
user_14213,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND,2024-01-02T03:52:00Z,praise
user_96068,WHAT IS THE WARRANTY ON THIS ITEM!,2024-01-01T17:58:00Z,inquiry
user_62124,Love This Product! Best Purchase Ever,2024-01-01T23:00:00Z,praise
user_31730,do you offer international shipping!,2024-01-01T13:01:00Z,inquiry
user_66297,I'M VERY DISAPPOINTED WITH THIS SERVICE?,2024-01-01T23:06:00Z,complaint
user_30621,Can I Get A Replacement For The Defective Unit,2024-01-01T13:03:00Z,inquiry
user_47899,Can I Return An Item That Was Damaged In Shipping!,2024-01-02T09:20:00Z,inquiry
user_20208,just wanted to say thank you for the great experience,2024-01-02T09:25:00Z,praise
user_11084,Just wanted to say thank you for the great experience?,2024-01-01T18:12:00Z,praise
user_95047,Your Customer Service Is Absolutely Terrible?,2024-01-02T04:28:00Z,complaint
user_35249,your customer service is absolutely terrible?,2024-01-01T23:24:00Z,complaint
user_33037,your customer service is absolutely terrible.,2024-01-02T04:36:00Z,complaint
user_16283,Absolutely love everything about this company.,2024-01-01T13:10:00Z,praise
user_14789,Absolutely love everything about this company,2024-01-02T09:55:00Z,praise
user_28478,WHAT IS THE WARRANTY ON THIS ITEM.,2024-01-01T18:24:00Z,inquiry
user_08405,how do i contact customer support!,2024-01-01T13:13:00Z,inquiry
user_06524,your service is outstanding,2024-01-01T18:28:00Z,praise
user_88027,BEST COMPANY EVER. HIGHLY RECOMMENDED.,2024-01-02T10:15:00Z,praise
user_57875,What is the warranty on this item,2024-01-01T18:32:00Z,inquiry
user_52603,Do you offer international shipping,2024-01-02T05:08:00Z,inquiry
user_44109,Why Is My Order Taking So Long? I Ordered It 14 Days Ago?,2024-01-01T13:18:00Z,complaint
user_70678,How long does shipping usually take!,2024-01-02T05:16:00Z,inquiry
user_66413,Fantastic Service! Would Definitely Recommend,2024-01-02T05:20:00Z,praise
user_27327,How do I contact customer support!,2024-01-02T05:24:00Z,inquiry
