user_id,message,timestamp,label
user_99619,Incredibly disappointed with the quality?,2024-01-01T09:42:00Z,complaint
user_38300,This is the worst product I have ever purchased,2024-01-01T09:10:00Z,complaint
user_95561,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 10 DAYS AGO.,2024-01-01T11:00:00Z,complaint
user_54426,My Order Is Taking Forever. I Ordered It 10 Days Ago?,2024-01-01T10:28:00Z,complaint
user_86840,this is exactly what i wanted. five stars!,2024-01-01T08:38:00Z,praise
user_04533,Just Wanted To Say Thank You For The Great Experience.,2024-01-01T10:36:00Z,praise
user_39019,HOW LONG DOES SHIPPING USUALLY TAKE.,2024-01-01T09:20:00Z,inquiry
user_88652,This Is The Worst Product I Have Ever Purchased,2024-01-01T11:25:00Z,complaint
user_32558,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE.,2024-01-01T10:48:00Z,complaint
user_56382,I am extremely unsatisfied with my purchase?,2024-01-01T10:09:00Z,complaint
user_54838,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 10 DAYS AGO!,2024-01-01T10:12:00Z,complaint
user_49927,Is there a discount code I can use?,2024-01-01T09:30:00Z,inquiry
user_28389,your customer service is absolutely terrible!,2024-01-01T09:32:00Z,complaint
user_76382,Just Wanted To Say Thank You For The Great Experience.,2024-01-01T10:21:00Z,praise
user_82444,Love This Product! Best Purchase Ever?,2024-01-01T12:00:00Z,praise
user_19496,best company ever. highly recommended.,2024-01-01T09:38:00Z,praise
user_88305,Incredibly Disappointed With The Quality!,2024-01-01T09:40:00Z,complaint
user_12079,WHERE CAN I FIND THE REFUND POLICY?,2024-01-01T11:24:00Z,inquiry
user_41703,amazing quality and fast shipping.,2024-01-01T10:36:00Z,praise
user_72864,I'm very disappointed with this service?,2024-01-01T11:32:00Z,complaint
user_93984,Absolutely Love Everything About This Company.,2024-01-01T09:48:00Z,praise
user_14830,incredibly disappointed with the quality,2024-01-01T09:50:00Z,complaint
user_39883,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 10 DAYS AGO.,2024-01-01T08:56:00Z,complaint
user_23518,this is exactly what i wanted. five stars,2024-01-01T11:48:00Z,praise
user_91658,WHAT PAYMENT METHODS DO YOU ACCEPT.,2024-01-01T08:58:00Z,inquiry
user_51632,Absolutely Love Everything About This Company?,2024-01-01T11:56:00Z,praise
user_74259,just wanted to say thank you for the great experience?,2024-01-01T13:00:00Z,praise
user_41038,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND,2024-01-01T11:03:00Z,praise
user_71153,Is There A Discount Code I Can Use.,2024-01-01T11:06:00Z,inquiry
user_89095,How Do I Contact Customer Support?,2024-01-01T10:06:00Z,inquiry
user_30333,Incredibly Disappointed With The Quality!,2024-01-01T11:12:00Z,complaint
user_41734,Absolutely love everything about this company,2024-01-01T11:15:00Z,praise
user_06462,i'm very disappointed with this service.,2024-01-01T09:06:00Z,complaint
user_11663,Can I get a replacement for the defective unit,2024-01-01T10:14:00Z,inquiry
user_33618,CAN I RETURN AN ITEM THAT WAS DAMAGED IN SHIPPING.,2024-01-01T09:08:00Z,inquiry
user_38281,I'm very disappointed with this service.,2024-01-01T09:09:00Z,complaint
user_19124,Fantastic Service! Would Definitely Recommend?,2024-01-01T10:20:00Z,praise
user_62710,Is there a discount code I can use?,2024-01-01T13:55:00Z,inquiry
user_42391,Where Can I Find The Refund Policy?,2024-01-01T12:48:00Z,inquiry
user_13573,I am extremely unsatisfied with my purchase,2024-01-01T09:13:00Z,complaint
user_14529,Amazing quality and fast shipping.,2024-01-01T09:14:00Z,praise
user_72833,MY ORDER IS TAKING FOREVER. I ORDERED IT A WEEK AGO!,2024-01-01T11:45:00Z,complaint
user_47970,what is the warranty on this item,2024-01-01T09:16:00Z,inquiry
user_77350,INCREDIBLY DISAPPOINTED WITH THE QUALITY!,2024-01-01T10:34:00Z,complaint
user_97942,My order is taking forever. I ordered it 10 days ago,2024-01-01T11:54:00Z,complaint
user_79667,Can I return an item that was damaged in shipping.,2024-01-01T10:38:00Z,inquiry
user_77578,Best Company Ever. Highly Recommended.,2024-01-01T10:40:00Z,praise
user_18665,do you have this item in a different size,2024-01-01T12:03:00Z,inquiry
user_16680,IS THERE A DISCOUNT CODE I CAN USE.,2024-01-01T10:44:00Z,inquiry
user_59918,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE.,2024-01-01T10:46:00Z,praise
user_30305,Why is my order taking so long? I ordered it 15 days ago,2024-01-01T13:36:00Z,complaint
user_38127,amazing quality and fast shipping,2024-01-01T09:25:00Z,praise
user_97311,What Is The Warranty On This Item,2024-01-01T15:10:00Z,inquiry
user_72845,fantastic service! would definitely recommend,2024-01-01T12:21:00Z,praise
user_76243,CAN I GET A REPLACEMENT FOR THE DEFECTIVE UNIT!,2024-01-01T10:56:00Z,inquiry
user_12437,horrible experience from start to finish?,2024-01-01T15:25:00Z,complaint
user_07302,what payment methods do you accept!,2024-01-01T11:00:00Z,inquiry
user_37255,Where can I find the refund policy,2024-01-01T14:04:00Z,inquiry
user_89376,absolutely love everything about this company!,2024-01-01T09:32:00Z,praise
user_12814,WHERE CAN I FIND THE REFUND POLICY!,2024-01-01T12:39:00Z,inquiry
user_64868,Is There A Discount Code I Can Use,2024-01-01T14:16:00Z,inquiry
user_20195,my order is taking forever. i ordered it 3 weeks ago!,2024-01-01T11:10:00Z,complaint
user_10007,LOVE THIS PRODUCT! BEST PURCHASE EVER?,2024-01-01T11:12:00Z,praise
user_74943,Fantastic service! Would definitely recommend?,2024-01-01T11:14:00Z,praise
user_19977,AMAZING QUALITY AND FAST SHIPPING?,2024-01-01T09:38:00Z,praise
user_93542,How can I track my shipment!,2024-01-01T16:15:00Z,inquiry
user_35695,Love This Product! Best Purchase Ever.,2024-01-01T09:40:00Z,praise
user_29715,i am extremely unsatisfied with my purchase!,2024-01-01T11:22:00Z,complaint
user_80165,my order is taking forever. i ordered it 15 days ago?,2024-01-01T13:06:00Z,complaint
user_09677,HORRIBLE EXPERIENCE FROM START TO FINISH,2024-01-01T11:26:00Z,complaint
user_67718,How long does shipping usually take?,2024-01-01T14:56:00Z,inquiry
user_46886,Can I get a replacement for the defective unit?,2024-01-01T15:00:00Z,inquiry
user_78355,Horrible Experience From Start To Finish.,2024-01-01T11:32:00Z,complaint
user_04847,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE!,2024-01-01T16:55:00Z,complaint
user_73058,Just wanted to say thank you for the great experience!,2024-01-01T15:12:00Z,praise
user_32999,This is exactly what I wanted. Five stars?,2024-01-01T17:05:00Z,praise
user_59592,Why is my shipment taking so long? I shipmented it 15 days ago,2024-01-01T17:10:00Z,complaint
user_34710,absolutely love everything about this company!,2024-01-01T13:33:00Z,praise
user_40747,WHERE CAN I FIND THE REFUND POLICY!,2024-01-01T09:52:00Z,inquiry
user_46548,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND,2024-01-01T09:53:00Z,praise
user_34205,my order is taking forever. i ordered it 3 weeks ago?,2024-01-01T11:48:00Z,complaint
user_14669,Can I get a replacement for the defective unit?,2024-01-01T09:55:00Z,inquiry
user_56709,CAN I GET A REPLACEMENT FOR THE DEFECTIVE UNIT,2024-01-01T17:40:00Z,inquiry
user_01750,Horrible Experience From Start To Finish,2024-01-01T17:45:00Z,complaint
user_27135,do you offer international shipping.,2024-01-01T17:50:00Z,inquiry
user_96007,LOVE THIS PRODUCT! BEST PURCHASE EVER.,2024-01-01T13:57:00Z,praise
user_79313,This is the worst product I have ever purchased,2024-01-01T16:00:00Z,complaint
user_88748,How Long Does Shipping Usually Take!,2024-01-01T14:03:00Z,inquiry
user_35330,Best company ever. Highly recommended.,2024-01-01T18:10:00Z,praise
user_35963,THIS IS EXACTLY WHAT I WANTED. FIVE STARS!,2024-01-01T14:09:00Z,praise
user_21798,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE?,2024-01-01T10:04:00Z,complaint
user_06243,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY!,2024-01-01T10:05:00Z,praise
user_72296,where can i find the refund policy.,2024-01-01T10:06:00Z,inquiry
user_86479,do you offer international shipping!,2024-01-01T18:35:00Z,inquiry
user_80150,What Is The Warranty On This Item,2024-01-01T14:24:00Z,inquiry
user_36647,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED,2024-01-01T14:27:00Z,complaint
user_62719,where can i find the refund policy?,2024-01-01T18:50:00Z,inquiry
user_03301,what payment methods do you accept,2024-01-01T16:44:00Z,inquiry
user_35969,your customer service is absolutely terrible,2024-01-01T10:12:00Z,complaint
user_92119,This is exactly what I wanted. Five stars,2024-01-01T10:13:00Z,praise
user_86041,Your customer service is absolutely terrible.,2024-01-01T14:42:00Z,complaint
user_48215,Just wanted to say thank you for the great experience,2024-01-01T12:30:00Z,praise
user_68842,Your service is outstanding?,2024-01-01T10:16:00Z,praise
user_53353,How can I track my shipment,2024-01-01T17:08:00Z,inquiry
user_79307,Your service is outstanding,2024-01-01T19:30:00Z,praise
user_95037,incredibly disappointed with the quality.,2024-01-01T14:57:00Z,complaint
user_75840,IS THERE A DISCOUNT CODE I CAN USE?,2024-01-01T17:20:00Z,inquiry
user_63803,I Am Extremely Unsatisfied With My Purchase?,2024-01-01T12:42:00Z,complaint
user_65168,AMAZING QUALITY AND FAST SHIPPING?,2024-01-01T15:06:00Z,praise
user_07677,WHAT IS THE WARRANTY ON THIS ITEM.,2024-01-01T10:23:00Z,inquiry
user_04778,fantastic service! would definitely recommend?,2024-01-01T12:48:00Z,praise
user_06806,Absolutely love everything about this company!,2024-01-01T12:50:00Z,praise
user_15325,incredibly disappointed with the quality.,2024-01-01T12:52:00Z,complaint
user_25943,What Payment Methods Do You Accept!,2024-01-01T12:54:00Z,inquiry
user_13601,how do i contact customer support,2024-01-01T10:28:00Z,inquiry
user_81152,HOW LONG DOES SHIPPING USUALLY TAKE?,2024-01-01T20:25:00Z,inquiry
user_64416,this is the worst product i have ever purchased,2024-01-01T18:00:00Z,complaint
user_43920,best company ever. highly recommended?,2024-01-01T20:35:00Z,praise
user_38344,Horrible Experience From Start To Finish!,2024-01-01T13:04:00Z,complaint
user_90429,just wanted to say thank you for the great experience.,2024-01-01T10:33:00Z,praise
user_18398,YOUR SERVICE IS OUTSTANDING?,2024-01-01T18:16:00Z,praise
user_63693,Love this product! Best purchase ever!,2024-01-01T10:35:00Z,praise
user_40250,this is exactly what i wanted. five stars,2024-01-01T15:48:00Z,praise
user_30187,just wanted to say thank you for the great experience.,2024-01-01T10:37:00Z,praise
user_98647,Can I return an item that was damaged in shipping?,2024-01-01T21:10:00Z,inquiry
user_19226,this is exactly what i wanted. five stars!,2024-01-01T15:57:00Z,praise
user_89906,How Can I Track My Shipment.,2024-01-01T10:40:00Z,inquiry
user_60349,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND!,2024-01-01T10:41:00Z,praise
user_73708,This is exactly what I wanted. Five stars,2024-01-01T21:30:00Z,praise
user_20110,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE.,2024-01-01T13:26:00Z,complaint
user_60751,HORRIBLE EXPERIENCE FROM START TO FINISH,2024-01-01T18:56:00Z,complaint
user_68245,My order is taking forever. I ordered it 2 weeks ago,2024-01-01T13:30:00Z,complaint
user_13661,LOVE THIS PRODUCT! BEST PURCHASE EVER.,2024-01-01T13:32:00Z,praise
user_22091,best company ever. highly recommended,2024-01-01T13:34:00Z,praise
user_10062,MY ORDER IS TAKING FOREVER. I ORDERED IT 3 WEEKS AGO.,2024-01-01T19:12:00Z,complaint
user_59765,Is there a discount code I can use?,2024-01-01T13:38:00Z,inquiry
user_53718,Your service is outstanding!,2024-01-01T19:20:00Z,praise
user_13008,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE!,2024-01-01T10:51:00Z,complaint
user_72479,how can i track my shipment,2024-01-01T13:44:00Z,inquiry
user_96905,love this product! best purchase ever,2024-01-01T22:25:00Z,praise
user_86564,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-01T19:36:00Z,praise
user_43928,This Is The Worst Product I Have Ever Purchased?,2024-01-01T22:35:00Z,complaint
user_59061,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE.,2024-01-01T19:44:00Z,praise
user_69697,Why is my order taking so long? I ordered it 15 days ago.,2024-01-01T13:54:00Z,complaint
user_67699,fantastic service! would definitely recommend?,2024-01-01T13:56:00Z,praise
user_73908,DO YOU OFFER INTERNATIONAL SHIPPING?,2024-01-01T16:57:00Z,inquiry
user_56214,I'm very disappointed with this service.,2024-01-01T11:00:00Z,complaint
user_41518,do you offer international shipping!,2024-01-01T23:05:00Z,inquiry
user_17937,Your Customer Service Is Absolutely Terrible.,2024-01-01T20:08:00Z,complaint
user_64521,just wanted to say thank you for the great experience?,2024-01-01T23:15:00Z,praise
user_12080,i am extremely unsatisfied with my purchase.,2024-01-01T23:20:00Z,complaint
user_36792,Your service is outstanding!,2024-01-01T11:05:00Z,praise
user_49841,How Do I Contact Customer Support,2024-01-01T11:06:00Z,inquiry
user_44498,how can i track my shipment.,2024-01-01T23:35:00Z,inquiry
user_53951,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-01T11:08:00Z,praise
user_10119,Why Is My Order Taking So Long? I Ordered It 10 Days Ago!,2024-01-01T11:09:00Z,complaint
user_64398,How Do I Contact Customer Support.,2024-01-01T14:20:00Z,inquiry
user_11683,WHAT IS THE WARRANTY ON THIS ITEM.,2024-01-01T23:55:00Z,inquiry
user_55665,amazing quality and fast shipping!,2024-01-01T20:48:00Z,praise
user_00496,love this product! best purchase ever?,2024-01-01T11:13:00Z,praise
user_33357,Your Customer Service Is Absolutely Terrible.,2024-01-02T00:10:00Z,complaint
user_55241,WHAT IS THE WARRANTY ON THIS ITEM?,2024-01-01T14:30:00Z,inquiry
user_72049,Why Is My Order Taking So Long? I Ordered It 14 Days Ago,2024-01-01T17:48:00Z,complaint
user_95109,why is my order taking so long? i ordered it 2 weeks ago.,2024-01-01T17:51:00Z,complaint
user_02760,Absolutely Love Everything About This Company!,2024-01-01T17:54:00Z,praise
user_78673,Horrible experience from start to finish.,2024-01-01T14:38:00Z,complaint
user_55867,Your Customer Service Is Absolutely Terrible.,2024-01-01T21:20:00Z,complaint
user_41503,This is the worst product I have ever purchased?,2024-01-01T18:03:00Z,complaint
user_62882,is there a discount code i can use!,2024-01-01T21:28:00Z,inquiry
user_14924,I am extremely unsatisfied with my purchase?,2024-01-01T18:09:00Z,complaint
user_53616,Your service is outstanding.,2024-01-01T11:24:00Z,praise
user_73365,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-01T11:25:00Z,praise
user_71810,MY ORDER IS TAKING FOREVER. I ORDERED IT 10 DAYS AGO.,2024-01-01T18:18:00Z,complaint
user_91850,My order is taking forever. I ordered it 3 weeks ago,2024-01-02T01:15:00Z,complaint
user_74948,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY.,2024-01-01T18:24:00Z,praise
user_81466,MY ORDER IS TAKING FOREVER. I ORDERED IT 2 WEEKS AGO.,2024-01-01T18:27:00Z,complaint
user_35978,I'm very disappointed with this service,2024-01-02T01:30:00Z,complaint
user_46709,Is there a discount code I can use?,2024-01-01T22:04:00Z,inquiry
user_95826,I Am Extremely Unsatisfied With My Purchase?,2024-01-01T22:08:00Z,complaint
user_44963,where can i find the refund policy?,2024-01-01T22:12:00Z,inquiry
user_55407,LOVE THIS PRODUCT! BEST PURCHASE EVER,2024-01-02T01:50:00Z,praise
user_07052,your customer service is absolutely terrible.,2024-01-02T01:55:00Z,complaint
user_56992,What payment methods do you accept?,2024-01-01T11:36:00Z,inquiry
user_60002,I'M Very Disappointed With This Service.,2024-01-01T11:37:00Z,complaint
user_67237,My order is taking forever. I ordered it 2 weeks ago.,2024-01-02T02:10:00Z,complaint
user_29168,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE.,2024-01-02T02:15:00Z,complaint
user_05306,this is exactly what i wanted. five stars!,2024-01-01T11:40:00Z,praise
user_29413,AMAZING QUALITY AND FAST SHIPPING!,2024-01-02T02:25:00Z,praise
user_60086,HORRIBLE EXPERIENCE FROM START TO FINISH!,2024-01-01T15:24:00Z,complaint
user_39433,LOVE THIS PRODUCT! BEST PURCHASE EVER.,2024-01-01T15:26:00Z,praise
user_68085,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 2 WEEKS AGO,2024-01-01T11:44:00Z,complaint
user_75331,Love This Product! Best Purchase Ever!,2024-01-01T23:00:00Z,praise
user_62230,Absolutely love everything about this company,2024-01-01T15:32:00Z,praise
user_73974,my order is taking forever. i ordered it 10 days ago,2024-01-01T15:34:00Z,complaint
user_49464,How can I track my shipment!,2024-01-01T19:24:00Z,inquiry
user_20005,This Is Exactly What I Wanted. Five Stars!,2024-01-01T23:16:00Z,praise
user_14776,incredibly disappointed with the quality!,2024-01-01T15:40:00Z,complaint
user_84058,Can I Return An Item That Was Damaged In Shipping!,2024-01-01T23:24:00Z,inquiry
user_14301,Why Is My Order Taking So Long? I Ordered It 10 Days Ago,2024-01-01T15:44:00Z,complaint
user_76598,Why is my order taking so long? I ordered it 15 days ago?,2024-01-02T03:25:00Z,complaint
user_47556,Your service is outstanding!,2024-01-01T19:42:00Z,praise
user_19727,WHAT PAYMENT METHODS DO YOU ACCEPT!,2024-01-02T03:35:00Z,inquiry
user_65635,INCREDIBLY DISAPPOINTED WITH THE QUALITY?,2024-01-01T23:44:00Z,complaint
user_26702,Horrible experience from start to finish?,2024-01-01T15:54:00Z,complaint
user_27498,This Is The Worst Product I Have Ever Purchased!,2024-01-01T11:58:00Z,complaint
user_47791,Do you have this item in a different size!,2024-01-01T23:56:00Z,inquiry
user_43075,Love this product! Best purchase ever?,2024-01-02T04:00:00Z,praise
user_38216,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED.,2024-01-01T20:03:00Z,complaint
user_15912,absolutely love everything about this company,2024-01-01T16:04:00Z,praise
user_65964,Fantastic service! Would definitely recommend.,2024-01-02T00:12:00Z,praise
user_64627,your service is outstanding.,2024-01-01T20:12:00Z,praise
user_47659,just wanted to say thank you for the great experience?,2024-01-01T16:10:00Z,praise
user_53216,Absolutely love everything about this company!,2024-01-02T00:24:00Z,praise
user_10526,I am extremely unsatisfied with my purchase.,2024-01-01T16:14:00Z,complaint
user_60114,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 2 WEEKS AGO?,2024-01-01T12:08:00Z,complaint
user_36983,your customer service is absolutely terrible.,2024-01-01T20:27:00Z,complaint
user_56045,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED!,2024-01-01T20:30:00Z,complaint
user_85061,i'm very disappointed with this service.,2024-01-01T20:33:00Z,complaint
user_04228,Fantastic Service! Would Definitely Recommend?,2024-01-02T05:00:00Z,praise
user_40990,THIS IS EXACTLY WHAT I WANTED. FIVE STARS.,2024-01-02T00:52:00Z,praise
user_25298,DO YOU HAVE THIS ITEM IN A DIFFERENT SIZE?,2024-01-01T16:28:00Z,inquiry
user_67209,Best Company Ever. Highly Recommended.,2024-01-01T16:30:00Z,praise
user_02309,How can I track my shipment.,2024-01-02T05:20:00Z,inquiry
user_06154,HOW CAN I TRACK MY SHIPMENT!,2024-01-02T01:08:00Z,inquiry
user_67253,Why is my item taking so long? I itemed it 14 days ago,2024-01-01T12:18:00Z,complaint
user_29661,HOW CAN I TRACK MY SHIPMENT,2024-01-01T20:57:00Z,inquiry
user_79648,YOUR SERVICE IS OUTSTANDING,2024-01-01T16:40:00Z,praise
user_07312,Can I return an item that was damaged in shipping,2024-01-01T16:42:00Z,inquiry
user_98909,Where can I find the refund policy,2024-01-01T16:44:00Z,inquiry
user_38805,I'M Very Disappointed With This Service?,2024-01-01T21:09:00Z,complaint
user_74103,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE!,2024-01-01T12:24:00Z,complaint
user_55075,Best Company Ever. Highly Recommended!,2024-01-02T01:40:00Z,praise
user_96875,what payment methods do you accept!,2024-01-01T16:52:00Z,inquiry
user_46364,This is the worst product I have ever purchased?,2024-01-01T12:27:00Z,complaint
user_33414,Is There A Discount Code I Can Use.,2024-01-01T16:56:00Z,inquiry
user_82789,my order is taking forever. i ordered it 14 days ago!,2024-01-01T12:29:00Z,complaint
user_40803,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE!,2024-01-02T02:00:00Z,complaint
user_68267,Your customer service is absolutely terrible?,2024-01-02T06:35:00Z,complaint
user_38355,Do you have this item in a different size!,2024-01-02T06:40:00Z,inquiry
user_10494,love this product! best purchase ever?,2024-01-02T02:12:00Z,praise
user_25783,LOVE THIS PRODUCT! BEST PURCHASE EVER!,2024-01-01T17:08:00Z,praise
user_17731,BEST COMPANY EVER. HIGHLY RECOMMENDED?,2024-01-01T17:10:00Z,praise
user_00328,Amazing quality and fast shipping!,2024-01-02T07:00:00Z,praise
user_81455,What is the warranty on this item,2024-01-01T17:14:00Z,inquiry
user_66758,Your customer service is absolutely terrible!,2024-01-01T21:54:00Z,complaint
user_02621,This Is Exactly What I Wanted. Five Stars,2024-01-02T02:36:00Z,praise
user_62510,YOUR SERVICE IS OUTSTANDING!,2024-01-01T22:00:00Z,praise
user_59243,This is exactly what I wanted. Five stars?,2024-01-02T02:44:00Z,praise
user_14442,Horrible experience from start to finish!,2024-01-02T02:48:00Z,complaint
user_81577,Your service is outstanding.,2024-01-01T17:26:00Z,praise
user_60411,My Order Is Taking Forever. I Ordered It 3 Weeks Ago.,2024-01-01T12:44:00Z,complaint
user_17360,Horrible experience from start to finish?,2024-01-02T03:00:00Z,complaint
user_86803,Your service is outstanding.,2024-01-01T17:32:00Z,praise
user_03750,YOUR SERVICE IS OUTSTANDING?,2024-01-02T07:55:00Z,praise
user_03662,CAN I GET A REPLACEMENT FOR THE DEFECTIVE UNIT.,2024-01-01T17:36:00Z,inquiry
user_37183,I am extremely unsatisfied with my purchase?,2024-01-01T17:38:00Z,complaint
user_96552,this is the worst product i have ever purchased.,2024-01-01T12:50:00Z,complaint
user_31881,HOW DO I CONTACT CUSTOMER SUPPORT!,2024-01-02T08:15:00Z,inquiry
user_50593,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE?,2024-01-01T12:52:00Z,praise
user_61760,can i get a replacement for the defective unit!,2024-01-01T12:53:00Z,inquiry
user_58878,i'm very disappointed with this service.,2024-01-01T17:48:00Z,complaint
user_90578,i am extremely unsatisfied with my purchase?,2024-01-01T12:55:00Z,complaint
user_11782,Do you offer international shipping?,2024-01-02T08:40:00Z,inquiry
user_26800,horrible experience from start to finish,2024-01-01T17:54:00Z,complaint
user_71814,my order is taking forever. i ordered it a week ago,2024-01-02T03:52:00Z,complaint
user_42561,Amazing Quality And Fast Shipping!,2024-01-02T03:56:00Z,praise
user_77165,can i return an item that was damaged in shipping,2024-01-01T23:00:00Z,inquiry
user_71406,Just Wanted To Say Thank You For The Great Experience!,2024-01-01T23:03:00Z,praise
user_57092,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 15 DAYS AGO.,2024-01-02T09:10:00Z,complaint
user_51608,How do I contact customer support!,2024-01-01T23:09:00Z,inquiry
user_17079,my shipment is taking forever. i shipmented it 3 weeks ago!,2024-01-02T04:16:00Z,complaint
user_66515,Love this product! Best purchase ever.,2024-01-01T23:15:00Z,praise
user_54779,best company ever. highly recommended?,2024-01-02T09:30:00Z,praise
user_11986,DO YOU HAVE THIS ITEM IN A DIFFERENT SIZE.,2024-01-02T04:28:00Z,inquiry
user_28152,how long does shipping usually take.,2024-01-01T23:24:00Z,inquiry
user_95553,Absolutely Love Everything About This Company?,2024-01-02T04:36:00Z,praise
user_85702,Do You Offer International Shipping!,2024-01-01T13:10:00Z,inquiry
user_27873,This is exactly what I wanted. Five stars.,2024-01-01T18:22:00Z,praise
user_55157,My Order Is Taking Forever. I Ordered It 2 Weeks Ago,2024-01-02T04:48:00Z,complaint
user_57145,why is my shipment taking so long? i shipmented it 2 weeks ago!,2024-01-01T13:13:00Z,complaint
user_68698,MY ORDER IS TAKING FOREVER. I ORDERED IT 14 DAYS AGO.,2024-01-02T10:10:00Z,complaint
user_25840,This is exactly what I wanted. Five stars.,2024-01-02T05:00:00Z,praise
user_11050,Do You Offer International Shipping,2024-01-01T13:16:00Z,inquiry
user_47087,do you have this item in a different size.,2024-01-02T05:08:00Z,inquiry
user_15107,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE!,2024-01-02T05:12:00Z,praise
user_12426,DO YOU HAVE THIS ITEM IN A DIFFERENT SIZE.,2024-01-01T18:38:00Z,inquiry
user_68687,Incredibly disappointed with the quality!,2024-01-01T13:20:00Z,complaint
user_11408,Is There A Discount Code I Can Use?,2024-01-01T18:42:00Z,inquiry
user_55952,how do i contact customer support.,2024-01-01T13:22:00Z,inquiry
